ticker,hist_var_95,hist_var_99,param_var_95,param_var_99,avg_rolling_vol,full_period_mdd
WIPRO.NS,-0.028094495460951097,-0.03680825949132988,-0.02759436605386265,-0.038704273765900694,0.25529589738648945,-0.41639977984651483
RELIANCE.NS,-0.026385622346991267,-0.03648014508467356,-0.026048652489579997,-0.03673303549035313,0.24316990903772537,-0.4017522389988514
GOOGL,-0.025458508701541305,-0.0338370119615059,-0.02613013306391696,-0.03721510290731026,0.258152491576142,-0.2894622017440501
AAPL,-0.024710264864253973,-0.03314295574425735,-0.02622230493438924,-0.03777472859745245,0.26352244019935317,-0.35773275895262924
ICICIBANK.NS,-0.023838809524663718,-0.03685042791954979,-0.023442991042295143,-0.03367646941954484,0.23467011416493697,-0.3346615778739774
TCS.NS,-0.023273827228441825,-0.031156777251292383,-0.023174806454778558,-0.032904068285437585,0.2249227132892857,-0.30207153300156686
MSFT,-0.02299973751129621,-0.03420850805503755,-0.024434423162187534,-0.03476478120705788,0.2384612656907708,-0.2640989329861038
INFY.NS,-0.0217626478417803,-0.028354075771895297,-0.021863918280139744,-0.03127310945940676,0.21711460724202222,-0.24364261247243232
HDFCBANK.NS,-0.019336027599392343,-0.027321024028678042,-0.02026650648149473,-0.02897922390189434,0.201097025617039,-0.20547516566235607
